epoch,time,train/box_loss,train/seg_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),metrics/precision(M),metrics/recall(M),metrics/mAP50(M),metrics/mAP50-95(M),val/box_loss,val/seg_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
514,4268.81,1.36416,1.43432,1.37818,1.25664,0.60354,0.48728,0.57144,0.39678,0.6066,0.50489,0.57537,0.34094,1.12842,1.24736,1.20826,1.29495,0.00746065,0.00746065,0.00746065
515,4276.85,1.27466,1.34507,1.32925,1.24677,0.6212,0.50063,0.573,0.39402,0.6212,0.50063,0.57191,0.33341,1.1385,1.25026,1.20691,1.29666,0.0074557,0.0074557,0.0074557
516,4284.91,1.26553,1.34688,1.31741,1.23898,0.65054,0.48337,0.56985,0.39853,0.65054,0.48337,0.5663,0.33985,1.14317,1.24896,1.19428,1.30239,0.00745075,0.00745075,0.00745075
517,4293.22,1.3171,1.39704,1.3408,1.23556,0.66721,0.45401,0.56468,0.39324,0.64929,0.46012,0.56192,0.34546,1.12456,1.25573,1.17337,1.29699,0.0074458,0.0074458,0.0074458
518,4301.53,1.3773,1.45374,1.38977,1.24663,0.73267,0.42074,0.57355,0.40308,0.72927,0.41879,0.5702,0.356,1.09419,1.25389,1.15594,1.28703,0.00744085,0.00744085,0.00744085
519,4309.73,1.34369,1.46347,1.38743,1.25262,0.67244,0.46771,0.57958,0.40073,0.65955,0.46184,0.57162,0.36013,1.09889,1.25486,1.184,1.28719,0.0074359,0.0074359,0.0074359
520,4317.93,1.32457,1.40364,1.34616,1.21927,0.69935,0.44618,0.5724,0.39799,0.67582,0.45692,0.5671,0.35509,1.11223,1.25525,1.21463,1.29338,0.00743095,0.00743095,0.00743095
521,4326.13,1.29724,1.37278,1.32966,1.23741,0.66353,0.45988,0.57081,0.40242,0.65506,0.45401,0.5651,0.3528,1.10444,1.25129,1.1517,1.29067,0.007426,0.007426,0.007426
522,4334.38,1.27012,1.34185,1.29822,1.21199,0.57731,0.49511,0.56558,0.39243,0.63796,0.44139,0.56233,0.35225,1.13791,1.2483,1.15208,1.30126,0.00742105,0.00742105,0.00742105
523,4342.54,1.32197,1.39704,1.35646,1.25458,0.64445,0.45401,0.56815,0.3996,0.6389,0.4501,0.56869,0.35311,1.12995,1.24724,1.17336,1.29534,0.0074161,0.0074161,0.0074161
524,4350.65,1.32256,1.44604,1.36546,1.24916,0.64935,0.47475,0.56772,0.40056,0.64592,0.4638,0.56702,0.36443,1.10816,1.25346,1.18816,1.28612,0.00741115,0.00741115,0.00741115
525,4358.72,1.26079,1.36369,1.33182,1.23006,0.7105,0.45597,0.57387,0.39902,0.68585,0.45287,0.57668,0.35643,1.11172,1.2498,1.17631,1.28855,0.0074062,0.0074062,0.0074062
526,4366.83,1.24133,1.32981,1.28959,1.19993,0.71762,0.44759,0.58288,0.38741,0.7094,0.44423,0.58047,0.35916,1.12101,1.25325,1.17502,1.29151,0.00740125,0.00740125,0.00740125
527,4374.92,1.30328,1.39853,1.33165,1.21208,0.69073,0.4638,0.57383,0.39403,0.66812,0.4638,0.57132,0.35586,1.1069,1.25224,1.14249,1.28056,0.0073963,0.0073963,0.0073963
528,4383.2,1.33443,1.39802,1.36457,1.24336,0.68454,0.45988,0.57355,0.39465,0.67227,0.45597,0.57001,0.36855,1.13803,1.26251,1.22188,1.29394,0.00739135,0.00739135,0.00739135
529,4391.37,1.36983,1.48666,1.41177,1.27072,0.64325,0.47988,0.57662,0.40865,0.638,0.47596,0.5725,0.36235,1.11459,1.26661,1.20346,1.2845,0.0073864,0.0073864,0.0073864
530,4399.48,1.23019,1.31541,1.27806,1.20733,0.63852,0.51505,0.57848,0.41164,0.62839,0.51292,0.57707,0.35679,1.11333,1.26185,1.18505,1.28505,0.00738145,0.00738145,0.00738145
531,4407.81,1.30432,1.35607,1.3366,1.26277,0.69953,0.47162,0.57481,0.40883,0.69725,0.47322,0.57965,0.34792,1.08817,1.26005,1.14884,1.27884,0.0073765,0.0073765,0.0073765
532,4415.95,1.31491,1.40812,1.35388,1.22865,0.63775,0.49612,0.57373,0.41323,0.67596,0.47554,0.57966,0.36002,1.15004,1.24882,1.21827,1.3058,0.00737155,0.00737155,0.00737155
533,4424.16,1.28192,1.3945,1.33204,1.21362,0.62442,0.50685,0.57699,0.41233,0.61767,0.49636,0.57889,0.34242,1.13492,1.2687,1.22249,1.30151,0.0073666,0.0073666,0.0073666
534,4432.3,1.23707,1.33136,1.27579,1.19238,0.6319,0.50294,0.58059,0.39637,0.61812,0.49315,0.56933,0.35173,1.12447,1.2608,1.24239,1.30068,0.00736165,0.00736165,0.00736165
535,4440.35,1.27283,1.38688,1.31501,1.2213,0.63513,0.49511,0.57251,0.39424,0.62309,0.49174,0.56953,0.36546,1.12777,1.24659,1.24938,1.30223,0.0073567,0.0073567,0.0073567
536,4448.5,1.30153,1.39048,1.32446,1.2288,0.63707,0.51076,0.57908,0.39915,0.63463,0.50881,0.5726,0.35536,1.11759,1.24783,1.17165,1.29387,0.00735175,0.00735175,0.00735175
537,4456.65,1.27732,1.37456,1.33162,1.23802,0.63211,0.50489,0.5806,0.40512,0.62571,0.49706,0.57184,0.35514,1.10103,1.25179,1.14925,1.29267,0.0073468,0.0073468,0.0073468
538,4464.82,1.28279,1.37244,1.30892,1.21233,0.63709,0.49315,0.58071,0.40445,0.6225,0.48141,0.57277,0.35381,1.09775,1.26092,1.17237,1.29366,0.00734185,0.00734185,0.00734185
539,4472.98,1.23894,1.33346,1.28775,1.21834,0.68157,0.45401,0.57466,0.39092,0.66436,0.44814,0.56389,0.34925,1.08734,1.26281,1.15524,1.28784,0.0073369,0.0073369,0.0073369
540,4481.03,1.31802,1.46309,1.36718,1.25792,0.61071,0.47278,0.56654,0.3974,0.56312,0.48179,0.55857,0.3498,1.09884,1.26018,1.16971,1.28867,0.00733195,0.00733195,0.00733195
541,4489.18,1.31335,1.40795,1.32804,1.26037,0.62033,0.49559,0.57759,0.40219,0.61237,0.48924,0.56935,0.3596,1.09533,1.25145,1.1417,1.28595,0.007327,0.007327,0.007327
542,4497.31,1.26036,1.36992,1.30932,1.21467,0.61455,0.49315,0.58257,0.41414,0.60723,0.48728,0.57235,0.36259,1.08993,1.25139,1.14051,1.2771,0.00732205,0.00732205,0.00732205
543,4505.45,1.29057,1.38467,1.32177,1.22144,0.69583,0.45793,0.58081,0.40558,0.6766,0.45401,0.57683,0.35936,1.09262,1.24372,1.14614,1.27561,0.0073171,0.0073171,0.0073171
544,4513.64,1.30875,1.44688,1.35844,1.21579,0.65101,0.47092,0.57227,0.39508,0.65198,0.47162,0.5779,0.35866,1.10902,1.2381,1.14037,1.27941,0.00731215,0.00731215,0.00731215
545,4521.74,1.3066,1.37483,1.32444,1.21655,0.70992,0.45205,0.57857,0.39051,0.70992,0.45205,0.58265,0.36053,1.08622,1.23285,1.152,1.27535,0.0073072,0.0073072,0.0073072
546,4530.41,1.36682,1.41568,1.3941,1.25705,0.65374,0.47358,0.57808,0.39995,0.65374,0.47358,0.5757,0.35687,1.10008,1.24425,1.20718,1.28191,0.00730225,0.00730225,0.00730225
547,4538.84,1.28064,1.35614,1.30662,1.23796,0.64218,0.47415,0.579,0.40079,0.64116,0.4638,0.56919,0.35149,1.10893,1.23985,1.1931,1.28034,0.0072973,0.0072973,0.0072973
548,4546.97,1.24063,1.28526,1.25252,1.18119,0.69456,0.4628,0.57983,0.40121,0.68952,0.45597,0.57552,0.36234,1.11919,1.25618,1.19719,1.28569,0.00729235,0.00729235,0.00729235
549,4555.13,1.32179,1.44201,1.34933,1.24105,0.63168,0.47995,0.58039,0.40515,0.64788,0.47554,0.57787,0.36123,1.10211,1.26518,1.22505,1.28465,0.0072874,0.0072874,0.0072874
550,4563.2,1.30395,1.38659,1.34513,1.23402,0.66133,0.48924,0.5851,0.39976,0.65533,0.48532,0.57801,0.35025,1.09514,1.25216,1.18882,1.28019,0.00728245,0.00728245,0.00728245
551,4571.37,1.30433,1.35033,1.33366,1.22452,0.6515,0.48141,0.58161,0.4029,0.67102,0.45903,0.57092,0.36115,1.08646,1.24796,1.15508,1.2778,0.0072775,0.0072775,0.0072775
552,4579.5,1.18809,1.30647,1.23738,1.17166,0.67927,0.44227,0.56754,0.40014,0.68829,0.44814,0.56573,0.35709,1.08927,1.25355,1.1461,1.28272,0.00727255,0.00727255,0.00727255
553,4587.73,1.35791,1.43239,1.38864,1.25939,0.6816,0.44423,0.57432,0.40417,0.67048,0.43836,0.56699,0.35035,1.09498,1.27009,1.17537,1.29048,0.0072676,0.0072676,0.0072676
554,4595.97,1.287,1.42288,1.34315,1.24236,0.64904,0.4775,0.57433,0.3978,0.64556,0.49186,0.58228,0.34686,1.09246,1.26309,1.20186,1.28963,0.00726265,0.00726265,0.00726265
555,4604.22,1.31134,1.46889,1.35389,1.24946,0.71104,0.45747,0.57735,0.39466,0.67133,0.47162,0.58606,0.34559,1.08062,1.25157,1.16929,1.28338,0.0072577,0.0072577,0.0072577
556,4612.35,1.3384,1.40504,1.37445,1.26801,0.65302,0.47554,0.57683,0.38951,0.65504,0.47945,0.58019,0.354,1.11001,1.24881,1.21042,1.28944,0.00725275,0.00725275,0.00725275
557,4620.38,1.29358,1.37704,1.29793,1.20221,0.65637,0.48141,0.57621,0.4096,0.66437,0.48728,0.58001,0.35421,1.11344,1.25177,1.18124,1.28816,0.0072478,0.0072478,0.0072478
558,4628.64,1.38734,1.47365,1.38614,1.26384,0.63695,0.46007,0.57563,0.4037,0.6466,0.47358,0.58216,0.36064,1.09541,1.25211,1.1911,1.27851,0.00724285,0.00724285,0.00724285
559,4636.72,1.30139,1.42035,1.336,1.20429,0.6513,0.46421,0.57652,0.403,0.65032,0.48041,0.58053,0.36035,1.09418,1.25162,1.19536,1.28268,0.0072379,0.0072379,0.0072379
560,4644.88,1.3403,1.45265,1.36437,1.25131,0.6329,0.47573,0.57874,0.40526,0.6303,0.47377,0.57695,0.35939,1.10446,1.25912,1.19143,1.28865,0.00723295,0.00723295,0.00723295
561,4653.02,1.30002,1.38087,1.32246,1.23078,0.66435,0.48805,0.58366,0.40874,0.65594,0.48337,0.57535,0.36385,1.08905,1.26043,1.16074,1.28761,0.007228,0.007228,0.007228
562,4661.1,1.30068,1.41068,1.33212,1.23305,0.59504,0.51272,0.58328,0.40359,0.58305,0.50899,0.58198,0.36789,1.11716,1.25096,1.19887,1.30291,0.00722305,0.00722305,0.00722305
563,4669.11,1.29825,1.38908,1.34765,1.24405,0.7008,0.4638,0.58542,0.40814,0.69784,0.46184,0.58537,0.36775,1.11686,1.24594,1.16165,1.30162,0.0072181,0.0072181,0.0072181
564,4677.32,1.28813,1.37397,1.3161,1.2078,0.61765,0.49,0.58321,0.39661,0.6183,0.49315,0.58281,0.36611,1.13859,1.25076,1.17602,1.30378,0.00721315,0.00721315,0.00721315
565,4685.64,1.29754,1.37231,1.29488,1.21468,0.69225,0.45341,0.57767,0.40256,0.67512,0.46771,0.58279,0.35175,1.1245,1.26985,1.15099,1.29286,0.0072082,0.0072082,0.0072082
566,4693.82,1.24464,1.32859,1.29501,1.21567,0.67692,0.46184,0.57907,0.39584,0.63369,0.48728,0.5811,0.35696,1.10931,1.28326,1.17451,1.29228,0.00720325,0.00720325,0.00720325
567,4702.03,1.34932,1.41995,1.3846,1.26501,0.67827,0.45793,0.57675,0.39342,0.67759,0.46475,0.57453,0.34488,1.09013,1.27403,1.19591,1.28915,0.0071983,0.0071983,0.0071983
568,4710.13,1.28832,1.35697,1.33187,1.2227,0.6887,0.4501,0.57419,0.39065,0.66865,0.46575,0.57603,0.34447,1.11281,1.2505,1.16131,1.28963,0.00719335,0.00719335,0.00719335
569,4718.27,1.26604,1.3427,1.30588,1.21341,0.64528,0.46991,0.57056,0.38607,0.62784,0.47554,0.56895,0.34803,1.13226,1.24141,1.18893,1.29812,0.0071884,0.0071884,0.0071884
570,4726.5,1.29119,1.37311,1.32507,1.21209,0.65667,0.47909,0.57216,0.37725,0.65055,0.48728,0.57048,0.34443,1.12911,1.24166,1.20772,1.29706,0.00718345,0.00718345,0.00718345
571,4734.78,1.28288,1.35978,1.30935,1.21278,0.65157,0.49511,0.58026,0.388,0.65119,0.49902,0.57905,0.34727,1.11597,1.26325,1.18748,1.29168,0.0071785,0.0071785,0.0071785
572,4742.83,1.27333,1.37694,1.29074,1.19183,0.64313,0.51663,0.58969,0.38494,0.64313,0.51663,0.58682,0.35669,1.12863,1.25981,1.17426,1.28791,0.00717355,0.00717355,0.00717355
573,4751.14,1.34238,1.4678,1.35891,1.2241,0.68281,0.47358,0.59091,0.40383,0.67727,0.47162,0.59015,0.36454,1.12347,1.2497,1.17688,1.28839,0.0071686,0.0071686,0.0071686
574,4759.42,1.32746,1.40421,1.35873,1.23707,0.64317,0.51859,0.58883,0.40486,0.6342,0.51272,0.5866,0.35273,1.08131,1.25875,1.14694,1.27165,0.00716365,0.00716365,0.00716365
575,4767.67,1.33875,1.40213,1.36603,1.23455,0.64454,0.48728,0.58914,0.41664,0.63677,0.48141,0.58218,0.35933,1.08858,1.25348,1.19826,1.27589,0.0071587,0.0071587,0.0071587
576,4775.88,1.2861,1.34501,1.31869,1.22734,0.64363,0.49481,0.58302,0.41105,0.66445,0.48141,0.58735,0.36004,1.10133,1.25181,1.21201,1.28625,0.00715375,0.00715375,0.00715375
577,4784.02,1.33954,1.44737,1.36416,1.27226,0.6237,0.50685,0.58752,0.41379,0.63271,0.50294,0.5929,0.36042,1.08797,1.24383,1.19199,1.27706,0.0071488,0.0071488,0.0071488
578,4792.29,1.36075,1.43677,1.38319,1.25748,0.64372,0.47554,0.58442,0.42085,0.70443,0.45988,0.58465,0.36133,1.08372,1.24981,1.14954,1.27198,0.00714385,0.00714385,0.00714385
579,4800.47,1.26258,1.38666,1.31337,1.20132,0.69236,0.44924,0.57646,0.41157,0.68935,0.44728,0.57221,0.35351,1.07639,1.25984,1.14543,1.27152,0.0071389,0.0071389,0.0071389
580,4808.53,1.30909,1.43426,1.32636,1.23201,0.62859,0.47363,0.56465,0.39835,0.60808,0.4767,0.56592,0.34343,1.08398,1.26348,1.1673,1.27662,0.00713395,0.00713395,0.00713395
581,4816.8,1.2869,1.38156,1.32304,1.22224,0.68597,0.45988,0.57143,0.40219,0.659,0.46575,0.57163,0.34876,1.08438,1.25626,1.19654,1.27879,0.007129,0.007129,0.007129
582,4824.96,1.28675,1.37773,1.30517,1.23361,0.67091,0.4628,0.57711,0.40889,0.65957,0.45497,0.57168,0.35319,1.06027,1.25354,1.16538,1.27268,0.00712405,0.00712405,0.00712405
583,4833.43,1.2157,1.29435,1.25622,1.17558,0.66279,0.46926,0.57787,0.421,0.67105,0.45988,0.57149,0.35826,1.05502,1.24666,1.14249,1.26577,0.0071191,0.0071191,0.0071191
584,4841.89,1.32938,1.38779,1.32891,1.2276,0.67467,0.44618,0.57806,0.41171,0.6658,0.44031,0.57309,0.36536,1.07203,1.24546,1.11095,1.26584,0.00711415,0.00711415,0.00711415
585,4850.13,1.31326,1.40957,1.35287,1.24695,0.74594,0.44242,0.57732,0.40105,0.74291,0.43543,0.57397,0.36605,1.06095,1.24231,1.13559,1.26522,0.0071092,0.0071092,0.0071092
586,4858.47,1.3447,1.47373,1.38024,1.23779,0.7086,0.45209,0.5769,0.39406,0.70247,0.44817,0.57654,0.35686,1.05328,1.25093,1.15515,1.26177,0.00710425,0.00710425,0.00710425
587,4866.9,1.34013,1.42802,1.38711,1.2604,0.6903,0.46967,0.58301,0.39743,0.68742,0.46771,0.58136,0.363,1.05539,1.24142,1.15301,1.26256,0.0070993,0.0070993,0.0070993
588,4875.15,1.26415,1.3646,1.29904,1.2095,0.64842,0.47358,0.5861,0.40395,0.65017,0.48009,0.58047,0.3599,1.06448,1.23778,1.13256,1.26027,0.00709435,0.00709435,0.00709435
589,4883.44,1.27574,1.37583,1.28136,1.22268,0.66186,0.46731,0.57929,0.40341,0.66696,0.4775,0.58119,0.36999,1.07714,1.22663,1.15552,1.26067,0.0070894,0.0070894,0.0070894
590,4891.53,1.27509,1.35212,1.28355,1.20375,0.64262,0.48208,0.57992,0.40979,0.64319,0.46184,0.57079,0.36671,1.07604,1.22716,1.14436,1.26121,0.00708445,0.00708445,0.00708445
591,4899.79,1.33717,1.47716,1.36673,1.21963,0.60846,0.50881,0.58375,0.40507,0.59909,0.50098,0.57305,0.35392,1.07277,1.23838,1.13632,1.27194,0.0070795,0.0070795,0.0070795
592,4908.07,1.30257,1.35691,1.31556,1.19783,0.64037,0.48141,0.58272,0.41043,0.60563,0.48924,0.58086,0.36087,1.0976,1.24965,1.17847,1.28382,0.00707455,0.00707455,0.00707455
593,4916.27,1.3256,1.4118,1.33518,1.23525,0.65358,0.47162,0.58717,0.40908,0.61029,0.49119,0.5801,0.36384,1.11722,1.25072,1.16922,1.29521,0.0070696,0.0070696,0.0070696
594,4924.41,1.34567,1.41857,1.35239,1.2355,0.6524,0.47162,0.58504,0.41702,0.63442,0.46865,0.58266,0.36579,1.09712,1.25083,1.15309,1.28582,0.00706465,0.00706465,0.00706465
595,4932.89,1.29546,1.36215,1.34753,1.23944,0.59601,0.48924,0.58453,0.40875,0.59372,0.48337,0.57978,0.35601,1.11744,1.24849,1.16242,1.29252,0.0070597,0.0070597,0.0070597
596,4941.14,1.32649,1.41761,1.36036,1.2338,0.64032,0.48728,0.58246,0.40982,0.62732,0.48532,0.58043,0.36933,1.12011,1.23444,1.18871,1.2919,0.00705475,0.00705475,0.00705475
597,4949.46,1.3077,1.41053,1.34009,1.22634,0.61782,0.51468,0.58216,0.40879,0.58904,0.5161,0.57787,0.36917,1.12744,1.23829,1.17436,1.29368,0.0070498,0.0070498,0.0070498
598,4957.5,1.28642,1.38495,1.34913,1.24555,0.62015,0.50161,0.58879,0.42428,0.61009,0.49511,0.58005,0.36448,1.1009,1.24595,1.16412,1.28186,0.00704485,0.00704485,0.00704485
599,4966.19,1.27209,1.35377,1.28825,1.21148,0.67209,0.46929,0.58608,0.42059,0.66174,0.46575,0.58306,0.36625,1.09947,1.23453,1.1895,1.28549,0.0070399,0.0070399,0.0070399
600,4974.5,1.28731,1.38878,1.31011,1.23038,0.70729,0.43249,0.57525,0.40627,0.70637,0.43444,0.5773,0.36437,1.09405,1.22969,1.19893,1.28227,0.00703495,0.00703495,0.00703495
601,4982.58,1.30099,1.40176,1.32475,1.23154,0.71403,0.43488,0.57657,0.42379,0.71082,0.43292,0.57915,0.36539,1.08107,1.23027,1.18178,1.27998,0.00703,0.00703,0.00703
602,4990.73,1.30581,1.39866,1.33755,1.22121,0.62889,0.50077,0.58719,0.41636,0.62464,0.495,0.58885,0.36421,1.08769,1.22697,1.18665,1.28306,0.00702505,0.00702505,0.00702505
603,4998.97,1.32341,1.44739,1.37919,1.24561,0.63468,0.48141,0.58544,0.41828,0.62021,0.49706,0.59326,0.36857,1.08649,1.22284,1.18525,1.28469,0.0070201,0.0070201,0.0070201
604,5007.15,1.3066,1.38981,1.32705,1.20514,0.70134,0.44577,0.58173,0.41252,0.60969,0.48604,0.58539,0.36592,1.08143,1.23069,1.17347,1.28813,0.00701515,0.00701515,0.00701515
605,5015.18,1.28306,1.38159,1.31508,1.23602,0.65516,0.47219,0.58137,0.39587,0.6591,0.47295,0.58678,0.35467,1.06758,1.23932,1.13044,1.27533,0.0070102,0.0070102,0.0070102
606,5023.24,1.2754,1.36831,1.3237,1.22094,0.66659,0.49315,0.58695,0.3978,0.66065,0.48924,0.5852,0.36863,1.07411,1.24047,1.12624,1.27704,0.00700525,0.00700525,0.00700525
607,5031.4,1.31701,1.40087,1.34349,1.23251,0.64461,0.50294,0.57894,0.39252,0.62394,0.50881,0.58379,0.35443,1.08136,1.2338,1.14353,1.27931,0.0070003,0.0070003,0.0070003
608,5039.56,1.35294,1.44808,1.37587,1.25254,0.61727,0.52446,0.57298,0.39168,0.62583,0.53033,0.58079,0.35408,1.0835,1.23382,1.14275,1.27965,0.00699535,0.00699535,0.00699535
609,5047.69,1.29275,1.39371,1.33176,1.22632,0.63302,0.5362,0.58062,0.40832,0.60339,0.54012,0.59032,0.3525,1.11362,1.23971,1.17042,1.29542,0.0069904,0.0069904,0.0069904
610,5055.76,1.30135,1.43107,1.32864,1.23735,0.65236,0.51044,0.59033,0.41335,0.6545,0.5116,0.59673,0.3611,1.12459,1.2576,1.20034,1.29122,0.00698545,0.00698545,0.00698545
611,5063.95,1.3019,1.41568,1.33989,1.21036,0.64372,0.51076,0.58911,0.41891,0.63248,0.51076,0.59029,0.35355,1.12652,1.26785,1.19412,1.29301,0.0069805,0.0069805,0.0069805
612,5072.03,1.24894,1.37696,1.29362,1.23066,0.62958,0.50098,0.5867,0.42031,0.63079,0.50294,0.59042,0.36293,1.09084,1.25888,1.17093,1.28241,0.00697555,0.00697555,0.00697555
613,5080.12,1.24288,1.36492,1.286,1.20749,0.61549,0.5106,0.5841,0.40975,0.57935,0.52838,0.58449,0.36909,1.0958,1.24304,1.18361,1.28509,0.0069706,0.0069706,0.0069706
614,5088.31,1.34613,1.42355,1.33152,1.24418,0.62478,0.49855,0.57993,0.4101,0.5733,0.51663,0.57679,0.36108,1.10015,1.23573,1.14472,1.27988,0.00696565,0.00696565,0.00696565
615,5096.52,1.28702,1.39474,1.30976,1.20774,0.62489,0.49879,0.58037,0.41232,0.62181,0.49902,0.57992,0.36808,1.10513,1.23112,1.17967,1.28135,0.0069607,0.0069607,0.0069607
616,5104.72,1.31117,1.42039,1.33008,1.24861,0.6272,0.49119,0.57713,0.41257,0.62989,0.49626,0.58017,0.36317,1.11198,1.22898,1.20515,1.28381,0.00695575,0.00695575,0.00695575
617,5113.1,1.31725,1.37808,1.3396,1.24008,0.59184,0.50294,0.57558,0.40969,0.59334,0.50489,0.58339,0.36427,1.09777,1.22955,1.18152,1.28358,0.0069508,0.0069508,0.0069508
618,5121.59,1.31509,1.39226,1.33212,1.23597,0.61481,0.49039,0.58298,0.41106,0.73095,0.43064,0.58628,0.36675,1.06792,1.20794,1.15551,1.27161,0.00694585,0.00694585,0.00694585
619,5129.9,1.25202,1.30746,1.27856,1.20729,0.75941,0.43249,0.58864,0.42925,0.76285,0.43444,0.59133,0.36955,1.07837,1.20966,1.1793,1.27568,0.0069409,0.0069409,0.0069409
620,5138.01,1.31591,1.43625,1.34116,1.25051,0.77049,0.44618,0.5943,0.43052,0.76841,0.44802,0.59674,0.37196,1.07622,1.20865,1.17335,1.2781,0.00693595,0.00693595,0.00693595
621,5146.29,1.29938,1.42115,1.3286,1.22541,0.62131,0.52014,0.59659,0.43129,0.61675,0.52642,0.60142,0.37464,1.07145,1.22319,1.15653,1.28348,0.006931,0.006931,0.006931
622,5154.46,1.28276,1.41733,1.3237,1.2147,0.63977,0.51272,0.59035,0.41826,0.63572,0.51272,0.59357,0.3749,1.09907,1.23891,1.19038,1.28948,0.00692605,0.00692605,0.00692605
623,5162.66,1.26955,1.41042,1.30865,1.2227,0.6347,0.50489,0.57838,0.41688,0.63449,0.51296,0.58498,0.36736,1.09577,1.23644,1.16716,1.28619,0.0069211,0.0069211,0.0069211
624,5170.78,1.28035,1.32174,1.33691,1.24392,0.64966,0.48628,0.57697,0.4073,0.64782,0.48728,0.58323,0.35582,1.10894,1.24402,1.14989,1.28629,0.00691615,0.00691615,0.00691615
625,5178.97,1.32462,1.45165,1.36381,1.26905,0.73979,0.45067,0.57315,0.41234,0.70141,0.45988,0.58276,0.36514,1.11262,1.24059,1.2075,1.28296,0.0069112,0.0069112,0.0069112
626,5187.25,1.29002,1.38606,1.30942,1.2226,0.72595,0.44581,0.57292,0.40921,0.70974,0.45205,0.57774,0.36318,1.09639,1.23822,1.18603,1.27379,0.00690625,0.00690625,0.00690625
627,5195.43,1.34111,1.39105,1.33614,1.23064,0.7264,0.4364,0.582,0.39583,0.72965,0.43836,0.58283,0.35053,1.09562,1.23632,1.15804,1.27159,0.0069013,0.0069013,0.0069013
628,5203.68,1.29691,1.42614,1.34744,1.24214,0.64303,0.49119,0.58528,0.39492,0.60878,0.50881,0.58569,0.35527,1.10932,1.24007,1.168,1.27466,0.00689635,0.00689635,0.00689635
629,5211.7,1.24666,1.33364,1.27469,1.19781,0.63677,0.49059,0.58526,0.40033,0.61703,0.51076,0.57974,0.35708,1.1081,1.23429,1.1782,1.27892,0.0068914,0.0068914,0.0068914
630,5219.91,1.35714,1.44925,1.37135,1.26266,0.63129,0.49511,0.58414,0.39968,0.64494,0.49119,0.58263,0.36582,1.09054,1.22042,1.16078,1.27338,0.00688645,0.00688645,0.00688645
631,5227.99,1.21026,1.2889,1.26446,1.20042,0.65717,0.47945,0.58802,0.41082,0.65075,0.47945,0.58769,0.35602,1.10431,1.21301,1.18204,1.2775,0.0068815,0.0068815,0.0068815
632,5236.28,1.29314,1.37307,1.31663,1.23116,0.68154,0.47162,0.58626,0.41296,0.6543,0.47411,0.58535,0.37446,1.09777,1.22122,1.1637,1.27403,0.00687655,0.00687655,0.00687655
633,5244.43,1.26383,1.33447,1.28654,1.21131,0.67451,0.48924,0.5959,0.42749,0.67169,0.49646,0.5953,0.37697,1.08862,1.22023,1.11345,1.26934,0.0068716,0.0068716,0.0068716
634,5252.62,1.26543,1.36788,1.2854,1.20856,0.64259,0.51369,0.5982,0.42918,0.64605,0.51468,0.60308,0.38223,1.08693,1.23373,1.14703,1.27553,0.00686665,0.00686665,0.00686665
635,5260.69,1.25307,1.36205,1.30463,1.2254,0.6493,0.50685,0.59229,0.42929,0.6468,0.50489,0.59698,0.36524,1.08849,1.23452,1.16739,1.27694,0.0068617,0.0068617,0.0068617
636,5268.99,1.32398,1.45289,1.34952,1.24259,0.63974,0.51431,0.59327,0.42302,0.64261,0.51076,0.59554,0.36829,1.0936,1.22377,1.15725,1.26815,0.00685675,0.00685675,0.00685675
637,5277.24,1.32636,1.44513,1.35875,1.23426,0.65961,0.49315,0.59269,0.41956,0.67248,0.4902,0.59704,0.36972,1.09738,1.22861,1.13985,1.27338,0.0068518,0.0068518,0.0068518
638,5285.37,1.34655,1.4424,1.40047,1.25713,0.68858,0.48141,0.59876,0.41413,0.69418,0.48532,0.60489,0.37999,1.1168,1.23658,1.16115,1.28181,0.00684685,0.00684685,0.00684685
639,5293.87,1.32242,1.44306,1.35805,1.23119,0.66522,0.47441,0.59194,0.41691,0.66522,0.47441,0.59389,0.37599,1.1049,1.2289,1.19101,1.2816,0.0068419,0.0068419,0.0068419
640,5302.06,1.3124,1.40544,1.33729,1.21465,0.63231,0.48728,0.58748,0.42143,0.63485,0.48924,0.59196,0.36567,1.08413,1.21667,1.12633,1.27209,0.00683695,0.00683695,0.00683695
641,5310.51,1.32291,1.41379,1.3319,1.2383,0.72055,0.45597,0.58929,0.41905,0.6091,0.50098,0.59174,0.3698,1.10311,1.21229,1.1444,1.27734,0.006832,0.006832,0.006832
642,5318.64,1.25327,1.3671,1.27992,1.21634,0.62601,0.50772,0.59216,0.41838,0.62582,0.52055,0.60107,0.37176,1.09502,1.22472,1.12338,1.27635,0.00682705,0.00682705,0.00682705
643,5326.82,1.34706,1.41752,1.35091,1.24179,0.66285,0.50098,0.58991,0.42839,0.63567,0.52055,0.60047,0.37198,1.08455,1.23002,1.14059,1.27328,0.0068221,0.0068221,0.0068221
644,5335.02,1.30304,1.37933,1.32436,1.2341,0.65011,0.50294,0.58722,0.40658,0.65838,0.51293,0.59812,0.35652,1.08835,1.24124,1.13122,1.27655,0.00681715,0.00681715,0.00681715
645,5343.06,1.27209,1.40354,1.30707,1.22124,0.69282,0.46344,0.59018,0.41654,0.69539,0.45988,0.59655,0.3656,1.07836,1.26586,1.13496,1.26242,0.0068122,0.0068122,0.0068122
